Base Query,Rewritten 1,Rewritten 2,Rewritten 3,Điều,Chương,Trả lời
Nhà nước khuyến khích cá nhân và tổ chức tham gia vào công tác đảm bảo an toàn giao thông như thế nào?,"Cơ quan, tổ chức, cá nhân được tạo điều kiện tham gia bảo đảm an toàn giao thông ra sao?",Có những hình thức nào để khuyến khích cộng đồng hỗ trợ công tác an toàn giao thông?,Nhà nước làm gì để thúc đẩy sự tham gia của người dân vào việc đảm bảo trật tự giao thông?,4,1,"Nhà nước khuyến khích cá nhân, tổ chức nghiên cứu, ứng dụng công nghệ, cung cấp thông tin và hỗ trợ lực lượng chức năng trong việc bảo đảm trật tự, an toàn giao thông."
Nhà nước có chính sách gì nhằm hạn chế phương tiện cá nhân và bảo vệ môi trường trong giao thông?,Có giải pháp nào để giảm sử dụng phương tiện cá nhân và bảo vệ môi trường khi tham gia giao thông?,Nhà nước làm gì để khuyến khích sử dụng phương tiện thân thiện với môi trường?,Làm thế nào để hạn chế phương tiện cá nhân và phát triển phương tiện công cộng?,4,1,"Nhà nước ưu tiên phát triển phương tiện công cộng, hạn chế xe cá nhân tại đô thị lớn và khuyến khích sử dụng phương tiện dùng điện, năng lượng xanh thân thiện với môi trường."
"Ai chịu trách nhiệm tuyên truyền pháp luật về trật tự, an toàn giao thông cho người dân?","Những cơ quan, tổ chức nào tham gia tuyên truyền pháp luật về an toàn giao thông?",Ai có nhiệm vụ phổ biến pháp luật về trật tự giao thông đến người dân?,Cơ quan nào đảm bảo việc tuyên truyền luật giao thông được thực hiện rộng rãi?,5,1,"Cơ quan quản lý nhà nước chủ trì phối hợp với các cơ quan, tổ chức, cá nhân liên quan thực hiện tuyên truyền; cơ quan thông tin, truyền thông, Mặt trận Tổ quốc và các tổ chức thành viên cũng tham gia phổ biến pháp luật về an toàn giao thông."
Gia đình có vai trò gì trong việc tuyên truyền an toàn giao thông?,Thành viên trong gia đình cần làm gì để nhắc nhở nhau về an toàn giao thông?,Gia đình có trách nhiệm gì trong việc phổ biến luật giao thông cho các thành viên?,Các thành viên trong gia đình cần chú ý điều gì để đảm bảo an toàn khi tham gia giao thông?,5,1,"Thành viên trong gia đình có trách nhiệm nhắc nhở nhau chấp hành luật giao thông, sử dụng dây đai an toàn, ghế cho trẻ em hoặc người lớn ngồi cùng trẻ em dưới 6 tuổi khi chở bằng xe máy, xe mô tô."
"Làm thế nào để pháp luật về trật tự, an toàn giao thông được phổ biến rộng rãi đến mọi người?",Những cách nào giúp mọi người hiểu rõ hơn về luật giao thông?,Các hình thức tuyên truyền pháp luật về an toàn giao thông được thực hiện ra sao?,Có biện pháp nào đảm bảo pháp luật giao thông tiếp cận được nhiều tầng lớp nhân dân?,5,1,"Pháp luật về trật tự, an toàn giao thông được tuyên truyền thường xuyên, rộng rãi, qua cơ quan truyền thông, các tổ chức xã hội, trường học và lực lượng vũ trang với hình thức phù hợp cho từng đối tượng."
Trẻ em và học sinh được tiếp cận kiến thức an toàn giao thông như thế nào?,Làm sao để trẻ em và học sinh học được về an toàn giao thông?,Việc giáo dục giao thông cho trẻ em và học sinh được thực hiện ra sao?,Trẻ em và học sinh được dạy luật giao thông bằng những hình thức nào?,6,1,"Trẻ em mầm non, học sinh phổ thông và học sinh ở các cơ sở giáo dục nghề nghiệp được giáo dục kiến thức pháp luật về trật tự, an toàn giao thông phù hợp với từng cấp học."
Cảnh sát giao thông tham gia vào việc giáo dục an toàn giao thông cho học sinh như thế nào?,Vai trò của cảnh sát giao thông trong việc hướng dẫn học sinh lái xe an toàn là gì?,Cảnh sát giao thông hỗ trợ học sinh ra sao trong việc học kỹ năng lái xe?,Ai giúp học sinh thực hành lái xe an toàn tại trường?,6,1,Cảnh sát giao thông phối hợp với các trường trung học phổ thông và cơ sở giáo dục nghề nghiệp để hướng dẫn kỹ năng lái xe gắn máy an toàn cho học sinh.
Ai chịu trách nhiệm xây dựng chương trình giảng dạy an toàn giao thông trong trường học?,Những cơ quan nào tham gia xây dựng chương trình dạy an toàn giao thông?,Ai phối hợp để đưa kiến thức giao thông vào chương trình học?,Chương trình giáo dục giao thông trong trường học do ai đảm nhiệm?,6,1,"Bộ Giáo dục và Đào tạo, Bộ Lao động - Thương binh và Xã hội phối hợp với Bộ Công an và các cơ quan liên quan để xây dựng, tích hợp kiến thức pháp luật về giao thông phù hợp với từng cấp học."
Cơ sở dữ liệu về an toàn giao thông bao gồm những thông tin gì?,Những loại thông tin nào được lưu trữ trong cơ sở dữ liệu về giao thông?,Cơ sở dữ liệu liên quan đến giao thông đường bộ chứa những nội dung gì?,Có những dữ liệu gì được quản lý trong hệ thống cơ sở dữ liệu giao thông?,7,1,"Cơ sở dữ liệu về an toàn giao thông bao gồm thông tin về đăng ký, quản lý và đăng kiểm xe; đào tạo, sát hạch lái xe; bảo hiểm; xử lý vi phạm; tai nạn giao thông; hành trình phương tiện; và các dữ liệu khác liên quan đến trật tự, an toàn giao thông đường bộ."
Cơ sở dữ liệu về giao thông được kết nối với những hệ thống nào?,Các cơ sở dữ liệu về giao thông chia sẻ thông tin với những hệ thống nào?,Các cơ sở dữ liệu về giao thông chia sẻ thông tin với những hệ thống nào?,Dữ liệu giao thông đường bộ được kết nối với những nguồn thông tin nào?,7,1,"Cơ sở dữ liệu về giao thông được kết nối, chia sẻ với Cơ sở dữ liệu quốc gia về dân cư, Cơ sở dữ liệu đường bộ và các cơ sở dữ liệu liên quan khác."
Ai chịu trách nhiệm quy định chi tiết về thu thập và quản lý dữ liệu giao thông?,Cơ quan nào quản lý và hướng dẫn thu thập dữ liệu về giao thông?,Ai đưa ra quy định về việc quản lý và khai thác cơ sở dữ liệu giao thông?,Việc thu thập và quản lý thông tin giao thông thuộc thẩm quyền của cơ quan nào?,7,1,"Chính phủ chịu trách nhiệm quy định chi tiết về việc thu thập, quản lý, khai thác thông tin trong Cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ."
Việt Nam hợp tác quốc tế về an toàn giao thông dựa trên những nguyên tắc nào?,Những nguyên tắc nào được tuân thủ trong hợp tác quốc tế về giao thông tại Việt Nam?,Việc hợp tác quốc tế về an toàn giao thông cần tuân thủ những quy định gì?,"Trong hợp tác quốc tế về giao thông, Việt Nam dựa trên những yếu tố cơ bản nào?",8,1,"Việt Nam hợp tác quốc tế về an toàn giao thông dựa trên pháp luật Việt Nam, điều ước quốc tế mà Việt Nam là thành viên, tôn trọng pháp luật quốc tế, bảo đảm độc lập, chủ quyền, toàn vẹn lãnh thổ và quyền lợi hợp pháp của tổ chức, cá nhân."
Hợp tác quốc tế về giao thông đường bộ bao gồm những nội dung gì?,Các hoạt động trong hợp tác quốc tế về an toàn giao thông gồm những gì?,Những nội dung nào được thực hiện trong hợp tác giao thông quốc tế?,Việt Nam hợp tác với quốc tế trong lĩnh vực giao thông thông qua những hoạt động nào?,8,1,"Hợp tác quốc tế về giao thông đường bộ bao gồm ký kết điều ước, trao đổi thông tin, chuyển giao công nghệ, đào tạo lực lượng, tăng cường vật chất, giải quyết tai nạn và thực hiện các nội dung khác theo quy định pháp luật."
Ai chịu trách nhiệm thực hiện hợp tác quốc tế về giao thông tại Việt Nam?,Cơ quan nào chủ trì trong việc hợp tác quốc tế về an toàn giao thông?,Ai có thẩm quyền ký kết và thực hiện các thỏa thuận quốc tế về giao thông?,Việc đàm phán và hợp tác quốc tế về giao thông do đơn vị nào phụ trách?,8,1,"Bộ Công an là cơ quan chủ trì, phối hợp với các bộ, ngành liên quan giúp Chính phủ đàm phán, ký kết và thực hiện hợp tác quốc tế về trật tự, an toàn giao thông đường bộ."
Người tham gia giao thông cần lưu ý những hành vi nào bị cấm để đảm bảo an toàn?,Những hành vi nào không được phép khi tham gia giao thông?,"Để đảm bảo an toàn giao thông, người tham gia giao thông cần tránh những hành vi gì?",Có những hành vi cấm nào người dân cần biết khi lưu thông trên đường?,9,1,"Người tham gia giao thông cần tránh các hành vi như lái xe không có giấy phép, sử dụng rượu bia, chất ma túy khi lái xe, đua xe trái phép, sử dụng điện thoại khi lái xe, giao xe cho người không đủ điều kiện, chở quá tải, gây cản trở giao thông, không chấp hành hiệu lệnh của cơ quan chức năng và các hành vi gây mất an toàn khác."
Tại sao lái xe khi đã uống rượu bia lại bị nghiêm cấm?,Vì sao người điều khiển phương tiện không được sử dụng rượu bia?,Điều gì khiến việc lái xe sau khi uống rượu bia trở nên nguy hiểm?,Có quy định nào về việc cấm sử dụng rượu bia khi lái xe không?,9,1,"Lái xe khi đã uống rượu bia bị cấm vì làm giảm khả năng phản xạ, gây nguy cơ tai nạn cao cho bản thân và người khác."
Việc chở quá số người quy định trên xe có thể gây ra những hậu quả gì?,Tại sao không nên chở quá số người quy định?,Chở quá tải ảnh hưởng như thế nào đến an toàn giao thông?,Hậu quả của việc chở người vượt quá quy định là gì?,9,1,"Chở quá số người quy định làm mất cân bằng xe, tăng nguy cơ tai nạn, ảnh hưởng đến an toàn cho người lái và hành khách."
Việc sử dụng điện thoại khi lái xe bị cấm nhằm mục đích gì?,Tại sao không được sử dụng điện thoại khi đang điều khiển phương tiện?,Việc cấm dùng điện thoại khi lái xe có ý nghĩa gì?,Điều gì khiến việc sử dụng điện thoại khi lái xe trở nên nguy hiểm?,9,1,"Cấm sử dụng điện thoại khi lái xe nhằm tránh gây mất tập trung, giảm nguy cơ va chạm và tai nạn giao thông."
Tại sao việc đua xe trái phép bị nghiêm cấm?,Vì sao đua xe không được phép trên đường?,Những rủi ro nào có thể xảy ra khi đua xe trái phép?,Lý do cấm tổ chức và tham gia đua xe là gì?,9,1,"Đua xe trái phép gây nguy hiểm cho người tham gia và người xung quanh, phá hoại trật tự an toàn giao thông."
Tại sao không nên giao xe cho người không đủ điều kiện?,Việc cho người không có bằng lái mượn xe có nguy hiểm gì?,Điều gì xảy ra khi giao xe cho người không đủ điều kiện lái?,Vì sao cần đảm bảo người lái xe có đầy đủ giấy tờ hợp lệ?,9,1,Giao xe cho người không đủ điều kiện làm tăng nguy cơ tai nạn do họ không có kỹ năng lái xe an toàn.
Tại sao việc chở hàng hóa quá tải bị nghiêm cấm?,Hậu quả của việc chở hàng vượt quá tải trọng cho phép là gì?,Vì sao luật cấm vận chuyển hàng quá tải?,Điều gì xảy ra khi xe chở hàng nặng hơn quy định?,9,1,"Chở hàng quá tải gây hư hỏng đường xá, mất an toàn khi di chuyển, dễ gây tai nạn giao thông."
"Tại sao lại cấm việc lắp đặt thiết bị âm thanh, ánh sáng gây mất an toàn?",Vì sao không được sử dụng thiết bị âm thanh lớn trên xe?,"Thiết bị âm thanh, ánh sáng không phù hợp gây nguy hiểm như thế nào?","Có tác hại gì khi lắp đặt đèn, còi không đúng quy định?",9,1,"Thiết bị âm thanh, ánh sáng không đúng quy định gây chói mắt, mất tập trung và làm ảnh hưởng đến người tham gia giao thông khác."
Việc bỏ trốn sau tai nạn giao thông gây ra hậu quả gì?,Tại sao không nên rời khỏi hiện trường sau tai nạn?,Điều gì khiến việc bỏ trốn sau khi gây tai nạn trở thành vi phạm nghiêm trọng?,Hậu quả pháp lý của việc không cứu giúp người bị nạn là gì?,9,1,"Bỏ trốn sau tai nạn làm mất cơ hội cứu giúp người bị nạn, vi phạm đạo đức và bị xử lý nghiêm khắc theo pháp luật."
Tại sao không được thay đổi biển số xe trái phép?,Việc tự ý sửa đổi biển số xe gây ra hậu quả gì?,Vì sao cần sử dụng biển số xe đúng quy định?,Có nguy hiểm gì khi sử dụng biển số xe không hợp lệ?,9,1,"Thay đổi biển số xe trái phép gây khó khăn cho công tác quản lý, dễ bị lợi dụng để trốn tránh trách nhiệm pháp lý."
Vì sao hành vi cản trở giao thông bị cấm?,Điều gì xảy ra khi có người cố ý cản trở giao thông?,Tại sao cần tránh việc gây cản trở trên đường?,Hậu quả của việc đặt vật cản trên đường là gì?,9,1,"Cản trở giao thông gây ùn tắc, tai nạn và làm gián đoạn lưu thông, ảnh hưởng đến an toàn cho người tham gia giao thông."
Tại sao hành vi đổ chất gây trơn trượt trên đường lại nguy hiểm?,Việc rải vật nguy hiểm trên đường gây ra điều gì?,Điều gì khiến đổ chất lạ trên đường trở thành hành vi bị cấm?,Hậu quả của việc làm rơi vãi vật liệu trên đường là gì?,9,1,"Đổ chất gây trơn trượt làm xe mất lái, dễ gây ra tai nạn nghiêm trọng và ảnh hưởng tới an toàn chung."
Tại sao hành vi đua xe và cổ vũ đua xe bị nghiêm cấm?,Hành vi tham gia hoặc hỗ trợ đua xe gây nguy hiểm như thế nào?,Điều gì khiến đua xe trở thành hành vi vi phạm nghiêm trọng?,Vì sao không được phép tụ tập để cổ vũ đua xe trái phép?,9,1,"Đua xe và cổ vũ đua xe gây mất trật tự công cộng, tiềm ẩn nguy cơ tai nạn và ảnh hưởng đến an toàn cho người khác."
Tại sao luật cấm cải tạo xe trái phép?,Điều gì khiến việc sửa đổi xe không đúng quy định trở nên nguy hiểm?,Việc cải tạo xe mà không được phép ảnh hưởng thế nào đến an toàn giao thông?,Có hậu quả gì khi tự ý thay đổi thiết kế xe?,9,1,"Cải tạo xe trái phép làm thay đổi kết cấu, gây mất an toàn và ảnh hưởng tới hiệu quả kiểm tra an toàn kỹ thuật."
Tại sao việc ném vật thể vào phương tiện đang di chuyển bị nghiêm cấm?,Điều gì xảy ra khi có người ném vật vào xe đang chạy?,Vì sao hành vi ném đồ vào xe trên đường là vi phạm?,Hậu quả của việc ném vật vào người tham gia giao thông là gì?,9,1,"Ném vật thể vào phương tiện đang di chuyển dễ gây tai nạn, làm người lái mất kiểm soát và đe dọa tính mạng người tham gia giao thông."
Tại sao người tham gia giao thông phải đi bên phải và đúng làn đường?,"Vì sao cần đi đúng phần đường, làn đường khi tham gia giao thông?",Đi bên phải theo chiều đi của mình có ý nghĩa gì trong giao thông?,Hậu quả gì xảy ra khi không đi đúng làn đường quy định?,10,2,"Đi bên phải và đúng làn đường giúp đảm bảo an toàn, tránh va chạm, tạo sự thông suốt cho giao thông và hạn chế tai nạn."
Tại sao người lái xe và hành khách trên ô tô cần thắt dây đai an toàn?,Việc thắt dây an toàn trên xe ô tô mang lại lợi ích gì?,Vì sao cần sử dụng dây đai an toàn khi ngồi trên ô tô?,Có hậu quả gì khi không thắt dây an toàn trên xe ô tô?,10,2,"Thắt dây an toàn giúp giảm chấn thương khi xảy ra va chạm, bảo vệ tính mạng cho người lái xe và hành khách."
Tại sao trẻ em dưới 10 tuổi không được ngồi cùng hàng ghế với người lái xe?,Vì sao không nên cho trẻ nhỏ ngồi cạnh ghế lái trong xe ô tô?,Có nguy hiểm gì khi để trẻ em ngồi ghế trước cạnh người lái?,Lý do nào khiến trẻ em cần ngồi ghế sau khi đi ô tô?,10,2,"Không cho trẻ em ngồi cùng hàng ghế với người lái giúp đảm bảo an toàn, tránh làm trẻ bị chấn thương khi va chạm và không gây xao nhãng cho người lái."
Tại sao người tham gia giao thông cần chấp hành báo hiệu đường bộ?,Vì sao cần tuân thủ báo hiệu khi tham gia giao thông?,Chấp hành báo hiệu đường bộ mang lại lợi ích gì cho người tham gia giao thông?,Điều gì xảy ra nếu người tham gia giao thông không tuân theo báo hiệu?,11,2,"Chấp hành báo hiệu giúp đảm bảo an toàn, tránh tai nạn, giữ trật tự và sự thông suốt cho giao thông."
Thứ tự ưu tiên khi chấp hành báo hiệu giao thông được quy định như thế nào?,"Khi có nhiều loại báo hiệu, người tham gia giao thông cần ưu tiên theo thứ tự ra sao?",Làm thế nào để biết báo hiệu nào cần tuân theo trước khi tham gia giao thông?,"Trong trường hợp có nhiều báo hiệu mâu thuẫn, người tham gia giao thông phải làm gì?",11,2,"Người tham gia giao thông phải ưu tiên theo thứ tự: hiệu lệnh của người điều khiển giao thông, tín hiệu đèn giao thông, biển báo, vạch kẻ đường, cọc tiêu và thiết bị âm thanh."
Hiệu lệnh của người điều khiển giao thông được hiểu như thế nào?,Các động tác tay của người điều khiển giao thông có ý nghĩa gì?,Người tham gia giao thông cần hiểu hiệu lệnh của cảnh sát giao thông ra sao?,Thế nào là chấp hành đúng hiệu lệnh của người điều khiển giao thông?,11,2,"Người điều khiển giao thông sử dụng các động tác tay để ra lệnh cho người tham gia giao thông dừng, đi hoặc rẽ tùy theo tình huống."
Tín hiệu đèn giao thông có ý nghĩa gì?,Các màu đèn giao thông quy định như thế nào?,"Khi gặp đèn đỏ, đèn vàng, đèn xanh, người tham gia giao thông cần làm gì?",Ý nghĩa của đèn giao thông trong việc điều tiết giao thông là gì?,11,2,"Đèn xanh được đi, đèn vàng phải dừng lại (trừ khi đã qua vạch), đèn đỏ cấm đi, giúp kiểm soát luồng xe và bảo đảm an toàn."
Biển báo giao thông có những loại nào và chức năng ra sao?,Có những loại biển báo nào trên đường và chúng dùng để làm gì?,Mỗi loại biển báo giao thông có chức năng như thế nào?,Tại sao cần hiểu ý nghĩa các loại biển báo khi lái xe?,11,2,Tại sao cần hiểu ý nghĩa các loại biển báo khi lái xe?
Tại sao cần chú ý đến vạch kẻ đường khi tham gia giao thông?,Vạch kẻ đường có vai trò gì trong giao thông?,Điều gì xảy ra nếu không tuân thủ vạch kẻ đường?,Vì sao vạch kẻ đường giúp đảm bảo an toàn khi tham gia giao thông?,11,2,"Vạch kẻ đường giúp phân chia làn, hướng đi và vị trí dừng, đảm bảo an toàn, tránh va chạm và hỗ trợ điều hướng giao thông."
"Vai trò của cọc tiêu, tường bảo vệ trong giao thông là gì?",Tại sao phải chú ý đến cọc tiêu và tường bảo vệ khi lái xe?,"Cọc tiêu, tường bảo vệ có chức năng gì trong đảm bảo an toàn giao thông?",Những thiết bị nào giúp người tham gia giao thông biết phạm vi an toàn?,11,2,"Chúng giúp người tham gia giao thông biết phạm vi an toàn, hướng đi, tránh đi lệch làn hoặc ra khỏi đường."
Rào chắn được sử dụng trong trường hợp nào và có tác dụng gì?,Rào chắn giúp gì cho người tham gia giao thông?,"Khi gặp rào chắn, người tham gia giao thông phải làm gì?",Mục đích chính của việc lắp đặt rào chắn là gì?,11,2,"Rào chắn ngăn người, phương tiện không đi vào khu vực nguy hiểm, công trình hoặc đường cấm."
Đinh phản quang và tiêu phản quang hỗ trợ người tham gia giao thông như thế nào?,Tại sao ban đêm cần chú ý đến đinh phản quang trên đường?,Đinh phản quang và tiêu phản quang có tác dụng gì trong việc lái xe an toàn?,Những thiết bị nào giúp người lái xe quan sát tốt hơn khi trời tối?,11,2,"Chúng phản chiếu ánh sáng giúp người lái xe nhìn rõ làn đường, hướng đi trong điều kiện ánh sáng yếu."
Cột Km và cọc H giúp gì cho người đi đường?,Ý nghĩa của cột Km trên đường là gì?,Cọc H và cột Km cung cấp thông tin gì cho người lái xe?,Người tham gia giao thông cần chú ý gì khi nhìn thấy cột Km?,11,2,"Chúng giúp xác định khoảng cách, vị trí trên tuyến đường để người đi đường dễ định hướng."
Tại sao người tham gia giao thông cần chú ý thiết bị âm thanh báo hiệu?,Thiết bị âm thanh trên đường hỗ trợ gì cho việc lái xe?,Vì sao âm thanh báo hiệu quan trọng trong giao thông?,Có tác dụng gì khi nghe thấy âm thanh cảnh báo trên đường?,11,2,Thiết bị âm thanh cảnh báo nguy hiểm giúp người tham gia giao thông kịp thời tránh va chạm.
"Trong trường hợp có cả biển báo cố định và biển tạm thời mâu thuẫn, người tham gia giao thông nên làm gì?",Người đi đường phải ưu tiên biển báo nào khi biển tạm và cố định khác nhau?,Tại sao biển báo tạm thời lại được ưu tiên hơn biển cố định?,"Khi thấy biển báo mâu thuẫn, người lái xe phải tuân theo biển nào?",11,2,Người tham gia giao thông phải chấp hành biển báo hiệu tạm thời để đảm bảo an toàn và xử lý tình huống đặc biệt.
Tại sao người lái xe cần tuân thủ quy định về tốc độ và khoảng cách an toàn?,Vì sao cần giữ tốc độ và khoảng cách phù hợp khi tham gia giao thông?,Điều gì sẽ xảy ra nếu không chấp hành tốc độ và khoảng cách an toàn khi lái xe?,Lợi ích của việc giữ khoảng cách với xe phía trước là gì?,12,2,"Việc tuân thủ tốc độ và khoảng cách an toàn giúp tránh va chạm, xử lý tình huống kịp thời và đảm bảo an toàn cho mọi người tham gia giao thông."
Khi nào người lái xe cần giảm tốc độ hoặc dừng lại để đảm bảo an toàn?,Trong những trường hợp nào người điều khiển phương tiện phải chú ý giảm tốc độ?,Người tham gia giao thông cần dừng lại khi gặp những tình huống nào trên đường?,Những hoàn cảnh nào đòi hỏi người lái xe phải chạy chậm hoặc dừng xe?,12,2,"Người lái xe cần giảm tốc độ hoặc dừng lại khi gặp người đi bộ qua đường, chướng ngại vật, đường hẹp, khu vực đông dân cư, trường học, bệnh viện hoặc khi điều kiện thời tiết xấu."
"Tại sao tốc độ phải phù hợp với điều kiện đường, thời tiết và mật độ giao thông?",Vì sao người lái xe cần điều chỉnh tốc độ theo điều kiện thời tiết và địa hình?,Điều gì khiến tốc độ lái xe phải thay đổi theo từng tình huống trên đường?,Lái xe quá nhanh trong điều kiện xấu có thể gây ra hậu quả gì?,12,2,"Điều chỉnh tốc độ phù hợp giúp đảm bảo an toàn khi gặp đường trơn trượt, tầm nhìn hạn chế, mật độ giao thông cao hay địa hình nguy hiểm."
"Người lái xe phải làm gì khi gặp vật nuôi trên đường hoặc xe vận chuyển hàng siêu trường, siêu trọng?",Làm thế nào để đảm bảo an toàn khi có vật nuôi đi trên đường?,Người điều khiển phương tiện nên xử lý thế nào khi gặp xe chở hàng cồng kềnh?,Tại sao cần chú ý giảm tốc khi gặp vật nuôi hoặc xe tải lớn trên đường?,12,2,"Người lái xe cần giảm tốc độ, quan sát cẩn thận, nhường đường và giữ khoảng cách an toàn để tránh va chạm và đảm bảo an toàn cho mình và người khác."
Tại sao phương tiện di chuyển chậm phải đi về bên phải theo chiều đi của mình?,Vì sao xe chạy chậm cần đi sát bên phải khi tham gia giao thông?,Điều gì xảy ra nếu xe chạy chậm không đi đúng phần đường bên phải?,Lý do nào khiến phương tiện di chuyển chậm phải giữ bên phải làn đường?,13,2,"Xe di chuyển chậm phải đi bên phải để không cản trở phương tiện khác, giúp giao thông thông suốt và giảm nguy cơ tai nạn."
"Khi chuyển làn đường, người lái xe cần tuân thủ những quy tắc gì?",Người điều khiển phương tiện phải chú ý điều gì khi đổi làn đường?,Chuyển làn đường an toàn đòi hỏi người lái xe làm gì?,Làm thế nào để đảm bảo an toàn khi muốn chuyển sang làn đường khác?,13,2,"Khi chuyển làn, người lái xe phải bật tín hiệu báo trước, quan sát kỹ khoảng cách an toàn với xe xung quanh và chỉ chuyển sang làn liền kề ở nơi cho phép."
"Tại sao xe thô sơ phải đi ở làn bên phải trong cùng, còn xe cơ giới đi ở làn bên trái?",Vì sao làn đường cho xe thô sơ và xe cơ giới lại khác nhau?,"Điều gì khiến xe đạp, xe thô sơ phải đi ở làn ngoài cùng bên phải?",Lý do nào quy định xe cơ giới phải đi ở làn bên trái?,13,2,"Xe thô sơ di chuyển chậm nên phải đi bên phải để tránh va chạm với xe cơ giới đi nhanh hơn ở làn bên trái, giúp giao thông an toàn và trật tự hơn."
