Base Query,Rewritten 1,Rewritten 2,Rewritten 3,Điều,Chương,Trả lời
Những cơ quan nào chịu trách nhiệm quản lý nhà nước về sở hữu trí tuệ?,Quản lý nhà nước về sở hữu trí tuệ được phân công cho những cơ quan nào?,Các bộ và cơ quan nào có trách nhiệm phối hợp trong việc thực hiện quản lý sở hữu trí tuệ?,Chính phủ và các cấp chính quyền địa phương đảm nhận vai trò gì trong việc quản lý sở hữu trí tuệ?,11,1,"Quản lý nhà nước về sở hữu trí tuệ được thực hiện theo sự phân công cụ thể:

Chính phủ thống nhất quản lý toàn diện về sở hữu trí tuệ.
Bộ Khoa học và Công nghệ chịu trách nhiệm chính, phối hợp với Bộ Văn hóa - Thông tin và Bộ Nông nghiệp và Phát triển nông thôn. Bộ này cũng thực hiện quản lý nhà nước về quyền sở hữu công nghiệp.
Bộ Văn hóa - Thông tin phụ trách quản lý quyền tác giả và quyền liên quan.
Bộ Nông nghiệp và Phát triển nông thôn chịu trách nhiệm quản lý quyền đối với giống cây trồng.
Các bộ, cơ quan ngang bộ và địa phương phối hợp với các bộ chuyên trách để thực hiện quản lý sở hữu trí tuệ trong phạm vi nhiệm vụ của mình.
Ủy ban nhân dân các cấp thực hiện quản lý sở hữu trí tuệ tại địa phương theo thẩm quyền được giao.
Chính phủ quy định chi tiết trách nhiệm của từng cơ quan để đảm bảo hiệu quả thực thi quyền sở hữu trí tuệ."
"Tổ chức, cá nhân có nghĩa vụ gì về tài chính khi thực hiện các thủ tục liên quan đến quyền sở hữu trí tuệ?","Khi thực hiện các thủ tục sở hữu trí tuệ, tổ chức, cá nhân có phải nộp phí không?",Những khoản phí nào áp dụng đối với các thủ tục về quyền sở hữu trí tuệ?,"Có quy định nào về lệ phí mà tổ chức, cá nhân phải nộp khi đăng ký quyền sở hữu trí tuệ không?",12,1,"Tổ chức, cá nhân phải nộp phí và lệ phí khi tiến hành các thủ tục liên quan đến quyền sở hữu trí tuệ theo quy định của Luật Sở hữu trí tuệ và các quy định pháp luật khác có liên quan. Các khoản phí này có thể bao gồm phí đăng ký quyền sở hữu trí tuệ, phí cấp văn bằng bảo hộ, phí gia hạn và các lệ phí hành chính khác tùy vào từng loại quyền sở hữu trí tuệ."
Những ai được coi là tác giả và chủ sở hữu quyền tác giả theo quy định của pháp luật?,Ai có quyền được bảo hộ quyền tác giả đối với tác phẩm theo luật?,Tác giả và chủ sở hữu quyền tác giả được xác định như thế nào theo Luật Sở hữu trí tuệ?,"Luật quy định như thế nào về những tổ chức, cá nhân có tác phẩm được bảo hộ quyền tác giả?",13,1,"Theo Điều 13 Luật Sở hữu trí tuệ, tổ chức, cá nhân có tác phẩm được bảo hộ quyền tác giả bao gồm:

Người trực tiếp sáng tạo ra tác phẩm (tác giả).
Chủ sở hữu quyền tác giả theo các quy định từ Điều 37 đến Điều 42 của Luật Sở hữu trí tuệ.
Ngoài ra, các tổ chức, cá nhân nước ngoài cũng được bảo hộ tại Việt Nam nếu:

Tác phẩm được công bố lần đầu tiên tại Việt Nam hoặc được công bố đồng thời tại Việt Nam trong vòng 30 ngày kể từ khi công bố lần đầu tiên ở nước khác.
Tác phẩm được bảo hộ theo điều ước quốc tế về quyền tác giả mà Việt Nam là thành viên."
Những loại hình tác phẩm nào được bảo hộ quyền tác giả theo Luật Sở hữu trí tuệ?,Các loại tác phẩm nào được pháp luật bảo hộ quyền tác giả?,Luật quy định bảo hộ quyền tác giả đối với những loại hình tác phẩm nào?,Những tác phẩm nào được hưởng quyền bảo hộ tác giả theo quy định hiện hành?,14,1,"Theo Điều 14 Luật Sở hữu trí tuệ, tác phẩm văn học, nghệ thuật và khoa học được bảo hộ quyền tác giả bao gồm:

Tác phẩm viết: Văn học, khoa học, sách giáo khoa, giáo trình và các tác phẩm khác thể hiện dưới dạng chữ viết hoặc ký tự khác.
Bài giảng, bài phát biểu và bài nói.
Tác phẩm báo chí.
Tác phẩm âm nhạc.
Tác phẩm sân khấu.
Tác phẩm điện ảnh và các tác phẩm tương tự.
Tác phẩm tạo hình, mỹ thuật ứng dụng.
Tác phẩm nhiếp ảnh.
Tác phẩm kiến trúc.
Bản họa đồ, sơ đồ, bản đồ, bản vẽ liên quan đến địa hình, công trình khoa học.
Tác phẩm văn học, nghệ thuật dân gian.
Chương trình máy tính, sưu tập dữ liệu."
Những loại thông tin nào không được bảo hộ quyền tác giả?,Những nội dung nào không thuộc phạm vi bảo hộ quyền tác giả?,"Có những loại tài liệu, dữ liệu nào không được xem là đối tượng của quyền tác giả?",Những trường hợp nào không thể đăng ký bảo hộ quyền tác giả?,15,1,"Các loại thông tin không được bảo hộ quyền tác giả bao gồm: tin tức thời sự thuần túy đưa tin, văn bản quy phạm pháp luật, văn bản hành chính, các tài liệu thuộc lĩnh vực tư pháp cùng với bản dịch chính thức của chúng. Ngoài ra, các quy trình, hệ thống, phương pháp hoạt động, khái niệm, nguyên lý và số liệu cũng không thuộc phạm vi bảo hộ quyền tác giả."
Những ai được bảo hộ quyền liên quan đến quyền tác giả?,Các đối tượng nào có quyền liên quan trong lĩnh vực sở hữu trí tuệ?,"Ai có quyền được bảo hộ khi tham gia vào quá trình biểu diễn hoặc sản xuất bản ghi âm, ghi hình?",Những cá nhân và tổ chức nào có quyền liên quan đến quyền tác giả?,16,1,"Các tổ chức, cá nhân được bảo hộ quyền liên quan bao gồm: người biểu diễn (diễn viên, ca sĩ, nhạc công, vũ công và những người khác trình bày tác phẩm văn học, nghệ thuật), tổ chức, cá nhân sở hữu cuộc biểu diễn, nhà sản xuất bản ghi âm, ghi hình và tổ chức phát sóng"
"Nhà sản xuất bản ghi âm, ghi hình có quyền liên quan như thế nào?","Quyền của nhà sản xuất bản ghi âm, ghi hình được quy định ra sao?","Những quyền nào được bảo hộ đối với cá nhân, tổ chức định hình lần đầu âm thanh, hình ảnh?","Nhà sản xuất bản ghi âm, ghi hình có những quyền gì trong sở hữu trí tuệ?",16,1,"Nhà sản xuất bản ghi âm, ghi hình có quyền liên quan đến việc định hình lần đầu âm thanh, hình ảnh của cuộc biểu diễn hoặc các âm thanh, hình ảnh khác. Họ có quyền kiểm soát việc sao chép, phân phối và khai thác thương mại các bản ghi âm, ghi hình đó theo quy định của pháp luật."
Những cuộc biểu diễn nào được bảo hộ quyền liên quan?,Điều kiện để một cuộc biểu diễn được bảo hộ là gì?,Khi nào một cuộc biểu diễn được xem là đủ điều kiện bảo hộ quyền liên quan?,Những trường hợp nào một cuộc biểu diễn sẽ được bảo hộ theo quy định?,17,1,"Cuộc biểu diễn được bảo hộ nếu thuộc một trong các trường hợp sau: do công dân Việt Nam thực hiện ở trong hoặc ngoài nước; do người nước ngoài thực hiện tại Việt Nam; được định hình trên bản ghi âm, ghi hình được bảo hộ; chưa định hình nhưng đã được phát sóng theo quy định; hoặc được bảo hộ theo điều ước quốc tế mà Việt Nam là thành viên."
"Bản ghi âm, ghi hình cần đáp ứng điều kiện nào để được bảo hộ?","Khi nào một bản ghi âm, ghi hình được bảo hộ?","Những tiêu chí nào quyết định việc bảo hộ bản ghi âm, ghi hình?","Nhà sản xuất bản ghi âm, ghi hình phải đáp ứng điều kiện gì để được bảo hộ?",17,1,"Bản ghi âm, ghi hình được bảo hộ nếu thuộc một trong các trường hợp sau: do nhà sản xuất có quốc tịch Việt Nam thực hiện hoặc được bảo hộ theo điều ước quốc tế mà Việt Nam là thành viên."
Quyền tác giả bao gồm những quyền nào?,Tác giả có những quyền gì đối với tác phẩm của mình?,"Khi một tác phẩm được bảo hộ, tác giả có những quyền gì?",Những quyền nào được đảm bảo cho tác giả theo quy định?,18,1,Quyền tác giả đối với tác phẩm bao gồm quyền nhân thân và quyền tài sản.
Tác giả có quyền gì liên quan đến nhân thân của mình đối với tác phẩm?,Những quyền nhân thân của tác giả đối với tác phẩm là gì?,"Khi sáng tạo tác phẩm, tác giả có những quyền cá nhân nào?",Các quyền nhân thân của tác giả trong quyền tác giả bao gồm những gì?,19,2,"Tác giả có quyền đặt tên cho tác phẩm, đứng tên thật hoặc bút danh, công bố hoặc cho phép công bố tác phẩm, và bảo vệ sự toàn vẹn của tác phẩm, ngăn chặn việc sửa đổi, xuyên tạc gây ảnh hưởng đến danh dự và uy tín của mình."
Tác giả hoặc chủ sở hữu quyền tác giả có những quyền tài sản nào đối với tác phẩm?,Những quyền tài sản nào được trao cho tác giả hoặc chủ sở hữu tác phẩm?,Tác giả có thể thực hiện những quyền gì để khai thác tác phẩm của mình?,Các quyền tài sản trong quyền tác giả bao gồm những gì?,20,2,"Tác giả hoặc chủ sở hữu quyền tác giả có quyền làm tác phẩm phái sinh, biểu diễn tác phẩm trước công chúng, sao chép tác phẩm, phân phối và nhập khẩu bản sao, truyền đạt tác phẩm bằng các phương tiện khác nhau, cũng như cho thuê bản gốc hoặc bản sao của tác phẩm điện ảnh và chương trình máy tính."
Những cá nhân nào có quyền nhân thân đối với tác phẩm điện ảnh và tác phẩm sân khấu?,Ai được hưởng quyền nhân thân trong lĩnh vực điện ảnh và sân khấu?,Những người sáng tạo nào có quyền nhân thân đối với tác phẩm điện ảnh và sân khấu?,Các cá nhân nào có quyền đặt tên và bảo vệ tính toàn vẹn của tác phẩm điện ảnh và sân khấu?,21,2,"Những người làm công việc đạo diễn, biên kịch, quay phim, dựng phim, sáng tác âm nhạc, thiết kế mỹ thuật, thiết kế âm thanh, ánh sáng, mỹ thuật trường quay, thiết kế đạo cụ, kỹ xảo và các công việc sáng tạo khác đối với tác phẩm điện ảnh hoặc sân khấu đều được hưởng quyền nhân thân theo các khoản 1, 2 và 4 của Điều 19, cùng với các quyền khác theo thỏa thuận."
Chương trình máy tính được bảo hộ như thế nào trong hệ thống quyền tác giả?,Quyền tác giả bảo vệ chương trình máy tính theo cách nào?,Các quy định bảo hộ chương trình máy tính có gì đặc biệt?,Làm thế nào để chương trình máy tính được bảo hộ quyền tác giả?,22,2,"Chương trình máy tính được bảo hộ như một tác phẩm văn học, bất kể được thể hiện dưới dạng mã nguồn hay mã máy. Điều này có nghĩa là quyền tác giả đối với chương trình máy tính bao gồm các quyền nhân thân và quyền tài sản tương tự như với các tác phẩm văn học khác."
"Tác phẩm văn học, nghệ thuật dân gian được hiểu như thế nào?","Thế nào là tác phẩm văn học, nghệ thuật dân gian?","Định nghĩa của tác phẩm văn học, nghệ thuật dân gian là gì?","Đặc điểm của tác phẩm văn học, nghệ thuật dân gian là gì?",23,2,"Tác phẩm văn học, nghệ thuật dân gian là sáng tạo tập thể dựa trên nền tảng truyền thống của một nhóm hoặc cộng đồng, nhằm phản ánh khát vọng và đặc điểm văn hóa – xã hội của họ. Các tác phẩm này có thể được truyền lại bằng cách mô phỏng hoặc các phương thức khác, bao gồm truyện, thơ, câu đố, điệu hát, điệu múa, vở diễn, sản phẩm nghệ thuật đồ họa, điêu khắc, nhạc cụ và nhiều loại hình nghệ thuật khác."
"Ai có thẩm quyền quy định cụ thể về việc bảo hộ quyền tác giả đối với tác phẩm văn học, nghệ thuật và khoa học?","Cơ quan nào chịu trách nhiệm quy định việc bảo hộ quyền tác giả đối với tác phẩm văn học, nghệ thuật và khoa học?","Ai đưa ra quy định cụ thể về bảo hộ quyền tác giả đối với tác phẩm văn học, nghệ thuật và khoa học?","Việc bảo hộ quyền tác giả đối với tác phẩm văn học, nghệ thuật và khoa học do ai quyết định?",24,2,"Việc bảo hộ quyền tác giả đối với tác phẩm văn học, nghệ thuật và khoa học được quy định cụ thể bởi Chính phủ."
Những trường hợp nào có thể sử dụng tác phẩm đã công bố mà không cần xin phép hoặc trả tiền nhuận bút?,Khi nào có thể sử dụng tác phẩm đã công bố mà không cần sự cho phép hoặc trả phí?,Những tình huống nào cho phép sử dụng tác phẩm miễn phí mà không vi phạm quyền tác giả?,"Trong những hoàn cảnh nào, tác phẩm đã công bố có thể được sử dụng mà không cần xin phép hoặc trả thù lao?",25,2,"Một số trường hợp có thể sử dụng tác phẩm đã công bố mà không cần xin phép hoặc trả tiền nhuận bút bao gồm: sao chép một bản để nghiên cứu khoa học, giảng dạy cá nhân; trích dẫn hợp lý tác phẩm để bình luận, minh họa hoặc giảng dạy; sao chép để lưu trữ trong thư viện; biểu diễn tác phẩm trong các buổi sinh hoạt văn hóa không thu tiền; ghi âm, ghi hình để đưa tin thời sự; chụp ảnh, truyền hình tác phẩm trưng bày tại nơi công cộng; chuyển tác phẩm sang chữ nổi cho người khiếm thị; nhập khẩu bản sao tác phẩm để sử dụng riêng, v.v."
"Khi sử dụng tác phẩm theo quy định miễn xin phép, người sử dụng có trách nhiệm gì?",Có điều kiện nào áp dụng khi sử dụng tác phẩm mà không cần xin phép không?,Người sử dụng tác phẩm theo các trường hợp miễn xin phép cần tuân thủ những nguyên tắc nào?,"Khi khai thác tác phẩm miễn phí theo quy định, có yêu cầu nào cần được đảm bảo?",25,2,"Người sử dụng tác phẩm theo quy định miễn xin phép phải đảm bảo không làm ảnh hưởng đến việc khai thác bình thường của tác phẩm, không gây phương hại đến quyền của tác giả hoặc chủ sở hữu quyền tác giả. Đồng thời, họ phải ghi rõ tên tác giả và nguồn gốc, xuất xứ của tác phẩm."
"Trong những trường hợp nào có thể sử dụng tác phẩm đã công bố mà không cần xin phép nhưng vẫn phải trả nhuận bút, thù lao?",Khi nào một tác phẩm đã công bố có thể được sử dụng mà không cần xin phép nhưng vẫn phải thanh toán nhuận bút?,Những tình huống nào cho phép sử dụng tác phẩm miễn xin phép nhưng vẫn phải trả thù lao?,Các trường hợp nào được khai thác tác phẩm công bố mà không cần sự cho phép nhưng vẫn cần chi trả tiền bản quyền?,26,2,"Tổ chức phát sóng có thể sử dụng tác phẩm đã công bố để thực hiện chương trình phát sóng có tài trợ, quảng cáo hoặc thu tiền dưới bất kỳ hình thức nào mà không cần xin phép nhưng vẫn phải trả tiền nhuận bút, thù lao cho chủ sở hữu quyền tác giả theo quy định của Chính phủ."
Những nguyên tắc nào cần tuân thủ khi sử dụng tác phẩm đã công bố theo quy định tại Điều 26?,"Khi khai thác tác phẩm mà không cần xin phép nhưng phải trả thù lao, người sử dụng cần lưu ý điều gì?",Có quy tắc nào cần tuân theo khi sử dụng tác phẩm theo diện miễn xin phép nhưng có trả phí?,"Khi sử dụng tác phẩm trong chương trình phát sóng có tài trợ hoặc thu phí, người khai thác có trách nhiệm gì?",26,2,"Người sử dụng tác phẩm theo Điều 26 phải đảm bảo không làm ảnh hưởng đến việc khai thác bình thường của tác phẩm, không gây phương hại đến quyền tác giả hoặc chủ sở hữu quyền tác giả. Đồng thời, họ phải ghi rõ tên tác giả và nguồn gốc, xuất xứ của tác phẩm."
Những quyền nhân thân nào được bảo hộ vô thời hạn?,Các quyền cá nhân nào của tác giả được bảo vệ mãi mãi?,Những quyền nào của tác giả không bị giới hạn về thời gian bảo hộ?,Quyền nào của tác giả được bảo hộ vĩnh viễn mà không có thời hạn chấm dứt?,27,2,"Các quyền nhân thân được bảo hộ vô thời hạn bao gồm:

Quyền đặt tên cho tác phẩm.
Quyền đứng tên thật hoặc bút danh trên tác phẩm và được nêu tên khi tác phẩm được công bố, sử dụng.
Quyền bảo vệ sự toàn vẹn của tác phẩm, không cho người khác sửa chữa, cắt xén hoặc xuyên tạc gây phương hại đến danh dự và uy tín của tác giả."
Thời hạn bảo hộ quyền tài sản đối với tác phẩm được quy định như thế nào?,Quyền tài sản của tác giả có thời hạn bảo hộ trong bao lâu?,Các tác phẩm được bảo hộ quyền tài sản trong khoảng thời gian nào?,Khi nào thời hạn bảo hộ quyền tài sản của tác phẩm kết thúc?,27,2,"Thời hạn bảo hộ quyền tài sản đối với tác phẩm được quy định như sau:

Đối với tác phẩm điện ảnh, nhiếp ảnh, sân khấu, mỹ thuật ứng dụng và tác phẩm khuyết danh, thời hạn bảo hộ là 50 năm kể từ khi tác phẩm được công bố lần đầu tiên. Nếu chưa được công bố, thời hạn bảo hộ tính từ thời điểm tác phẩm được định hình.
Đối với các tác phẩm khác, thời hạn bảo hộ là suốt cuộc đời tác giả và 50 năm tiếp theo sau khi tác giả qua đời. Nếu tác phẩm có đồng tác giả, thời hạn bảo hộ kết thúc vào năm thứ 50 sau khi đồng tác giả cuối cùng qua đời.
Thời hạn bảo hộ chấm dứt vào lúc 24 giờ ngày 31 tháng 12 của năm kết thúc bảo hộ."
Những hành vi nào bị coi là xâm phạm quyền tác giả?,Hành vi nào bị xem là vi phạm quyền tác giả theo quy định pháp luật?,Những hoạt động nào bị cấm vì xâm phạm quyền tác giả?,Các hành vi nào có thể bị xử lý do vi phạm quyền tác giả?,28,2,"Các hành vi bị coi là xâm phạm quyền tác giả bao gồm:

Chiếm đoạt quyền tác giả hoặc mạo danh tác giả.
Công bố, phân phối tác phẩm mà không được phép của tác giả hoặc đồng tác giả.
Sửa chữa, xuyên tạc tác phẩm gây phương hại đến danh dự và uy tín của tác giả.
Sao chép, làm tác phẩm phái sinh, sử dụng, cho thuê tác phẩm mà không được phép của chủ sở hữu quyền tác giả.
Nhân bản, xuất bản, phân phối, truyền đạt tác phẩm mà không được sự cho phép.
Xóa, thay đổi thông tin quản lý quyền, làm vô hiệu biện pháp kỹ thuật bảo vệ quyền tác giả.
Làm và bán tác phẩm có chữ ký giả mạo của tác giả.
Xuất khẩu, nhập khẩu, phân phối bản sao tác phẩm trái phép."
