Base Query,Rewritten 1,Rewritten 2,Rewritten 3,Điều,Chương,Trả lời
"Cơ quan, tổ chức cần thực hiện nhiệm vụ gì để phòng ngừa tội phạm?","Các cơ quan, tổ chức phải làm gì để hạn chế nguy cơ phạm tội?",Trách nhiệm của các tổ chức trong việc ngăn chặn tội phạm được quy định ra sao?,"Các biện pháp phòng ngừa tội phạm mà cơ quan, tổ chức cần thực hiện là gì?",4,1,"Các cơ quan, tổ chức có trách nhiệm giáo dục những người thuộc quyền quản lý của mình nâng cao ý thức cảnh giác, bảo vệ và tuân thủ pháp luật. Đồng thời, họ cần kịp thời có biện pháp loại trừ nguyên nhân và điều kiện dẫn đến tội phạm trong phạm vi quản lý của mình."
"Công dân có nghĩa vụ gì trong phòng, chống tội phạm?",Trách nhiệm của mỗi công dân trong việc phòng chống tội phạm là gì?,Người dân cần làm gì để góp phần đấu tranh chống tội phạm?,"Theo quy định của pháp luật, công dân có vai trò gì trong phòng ngừa tội phạm?",4,1,"Theo Điều 4 Bộ luật Hình sự, mọi công dân có nghĩa vụ tích cực tham gia phòng, chống tội phạm. Điều này có thể được thực hiện thông qua việc tuân thủ pháp luật, tố giác tội phạm, hợp tác với các cơ quan chức năng và góp phần xây dựng một môi trường an toàn, lành mạnh."
Các biện pháp nào có thể giúp loại trừ nguyên nhân và điều kiện gây ra tội phạm?,Làm thế nào để ngăn chặn các yếu tố dẫn đến hành vi phạm tội?,Những giải pháp nào giúp giảm thiểu nguy cơ phạm tội trong xã hội?,"Cơ quan, tổ chức có thể thực hiện các biện pháp gì để loại bỏ nguyên nhân gây ra tội phạm?",4,1,"Để loại trừ nguyên nhân và điều kiện gây ra tội phạm, các cơ quan và tổ chức cần thực hiện các biện pháp như: giáo dục pháp luật, nâng cao ý thức tuân thủ quy định, đảm bảo môi trường sống và làm việc an toàn, đồng thời có các cơ chế giám sát và xử lý vi phạm kịp thời. Việc loại trừ các điều kiện gây ra tội phạm cũng cần sự phối hợp của cả cơ quan nhà nước, tổ chức và cá nhân."
Bộ luật Hình sự Việt Nam áp dụng với những hành vi phạm tội nào trên lãnh thổ Việt Nam?,Những hành vi phạm tội nào sẽ bị điều chỉnh theo Bộ luật Hình sự khi xảy ra tại Việt Nam?,Bộ luật Hình sự có phạm vi điều chỉnh đối với các hành vi vi phạm pháp luật xảy ra ở đâu?,"Trong những trường hợp nào, hành vi phạm tội bị xử lý theo Bộ luật Hình sự trên lãnh thổ Việt Nam?",5,2,"Bộ luật Hình sự Việt Nam áp dụng đối với mọi hành vi phạm tội thực hiện trên lãnh thổ nước Cộng hòa Xã hội Chủ nghĩa Việt Nam. Ngoài ra, luật này cũng được áp dụng đối với hành vi phạm tội hoặc hậu quả của hành vi phạm tội xảy ra trên tàu bay, tàu biển mang quốc tịch Việt Nam hoặc tại vùng đặc quyền kinh tế, thềm lục địa của Việt Nam."
"Bộ luật Hình sự Việt Nam có áp dụng đối với các hành vi phạm tội xảy ra trên tàu bay, tàu biển mang quốc tịch Việt Nam không?","Bộ luật Hình sự có hiệu lực đối với tội phạm thực hiện trên tàu bay, tàu biển của Việt Nam không?",Hành vi phạm tội xảy ra trên tàu bay hoặc tàu biển mang quốc tịch Việt Nam có bị xử lý theo Bộ luật Hình sự không?,Những phương tiện nào ngoài lãnh thổ Việt Nam vẫn thuộc phạm vi điều chỉnh của Bộ luật Hình sự?,5,2,"Có. Theo Điều 5 Bộ luật Hình sự, các hành vi phạm tội xảy ra trên tàu bay, tàu biển mang quốc tịch Việt Nam hoặc trong vùng đặc quyền kinh tế, thềm lục địa của Việt Nam đều thuộc phạm vi điều chỉnh của Bộ luật Hình sự Việt Nam."
Người nước ngoài phạm tội tại Việt Nam có bị xử lý theo Bộ luật Hình sự không?,"Khi một người nước ngoài vi phạm pháp luật hình sự tại Việt Nam, họ có bị xử lý theo luật Việt Nam không?",Bộ luật Hình sự có áp dụng cho người nước ngoài thực hiện hành vi phạm tội trên lãnh thổ Việt Nam không?,Người nước ngoài có chịu trách nhiệm hình sự theo luật Việt Nam nếu họ vi phạm pháp luật tại Việt Nam không?,5,2,"Có. Người nước ngoài phạm tội trên lãnh thổ Việt Nam vẫn bị xử lý theo Bộ luật Hình sự Việt Nam, trừ trường hợp họ được hưởng quyền miễn trừ ngoại giao hoặc lãnh sự theo quy định của pháp luật Việt Nam, điều ước quốc tế mà Việt Nam là thành viên hoặc tập quán quốc tế."
Người nước ngoài có quyền miễn trừ ngoại giao khi phạm tội tại Việt Nam sẽ bị xử lý như thế nào?,"Nếu một người nước ngoài có quyền miễn trừ ngoại giao phạm tội tại Việt Nam, trách nhiệm hình sự của họ được giải quyết như thế nào?",Trường hợp nào người nước ngoài không bị xử lý theo Bộ luật Hình sự Việt Nam khi phạm tội tại Việt Nam?,Những điều ước quốc tế nào có thể ảnh hưởng đến việc xử lý người nước ngoài phạm tội tại Việt Nam?,5,2,"Theo Điều 5 Bộ luật Hình sự, nếu người nước ngoài phạm tội tại Việt Nam nhưng thuộc đối tượng có quyền miễn trừ ngoại giao hoặc lãnh sự, trách nhiệm hình sự của họ sẽ được giải quyết theo quy định của điều ước quốc tế hoặc tập quán quốc tế. Trong trường hợp không có điều ước quốc tế hoặc tập quán quốc tế liên quan, vấn đề này sẽ được giải quyết thông qua con đường ngoại giao."
Công dân Việt Nam phạm tội ở nước ngoài có thể bị truy cứu trách nhiệm hình sự tại Việt Nam không?,"Nếu một công dân Việt Nam vi phạm pháp luật hình sự ở nước ngoài, họ có bị xử lý theo Bộ luật Hình sự Việt Nam không?",Trách nhiệm hình sự của công dân Việt Nam khi phạm tội ngoài lãnh thổ Việt Nam được quy định như thế nào?,Bộ luật Hình sự có áp dụng cho hành vi phạm tội của công dân Việt Nam khi họ đang ở nước ngoài không?,6,2,Có. Công dân Việt Nam phạm tội ở nước ngoài có thể bị truy cứu trách nhiệm hình sự tại Việt Nam nếu hành vi đó được quy định là tội phạm trong Bộ luật Hình sự Việt Nam.
Người không quốc tịch nhưng thường trú tại Việt Nam có bị xử lý theo Bộ luật Hình sự nếu phạm tội ở nước ngoài không?,"Nếu một người không có quốc tịch nhưng sinh sống tại Việt Nam phạm tội ở nước ngoài, họ có bị truy cứu trách nhiệm hình sự tại Việt Nam không?",Bộ luật Hình sự quy định thế nào về trách nhiệm hình sự của người không quốc tịch thường trú tại Việt Nam khi phạm tội ở nước ngoài?,Người không quốc tịch nhưng đang sinh sống tại Việt Nam có thể bị xử lý theo pháp luật Việt Nam nếu họ phạm tội bên ngoài lãnh thổ Việt Nam không?,6,2,"Có. Người không quốc tịch nhưng thường trú tại Việt Nam vẫn có thể bị truy cứu trách nhiệm hình sự theo Bộ luật Hình sự Việt Nam nếu họ phạm tội ở nước ngoài, tương tự như công dân Việt Nam."
Người nước ngoài phạm tội ở nước ngoài có thể bị xử lý theo Bộ luật Hình sự Việt Nam không?,"Khi một người nước ngoài thực hiện hành vi phạm tội bên ngoài lãnh thổ Việt Nam, họ có thể bị truy cứu trách nhiệm hình sự theo luật Việt Nam không?",Bộ luật Hình sự có áp dụng cho người nước ngoài phạm tội ở nước ngoài không?,Trong trường hợp nào một người nước ngoài phạm tội ngoài lãnh thổ Việt Nam có thể bị xử lý theo Bộ luật Hình sự Việt Nam?,6,2,"Người nước ngoài phạm tội ở nước ngoài có thể bị truy cứu trách nhiệm hình sự theo Bộ luật Hình sự Việt Nam nếu hành vi phạm tội xâm hại quyền, lợi ích hợp pháp của công dân Việt Nam, xâm hại lợi ích của Nhà nước Việt Nam, hoặc theo quy định của điều ước quốc tế mà Việt Nam là thành viên."
Khi nào pháp nhân thương mại nước ngoài phạm tội ở nước ngoài có thể bị xử lý theo Bộ luật Hình sự Việt Nam?,Bộ luật Hình sự Việt Nam có áp dụng đối với pháp nhân thương mại nước ngoài phạm tội ở nước ngoài không?,Trường hợp nào pháp nhân thương mại nước ngoài có thể bị truy cứu trách nhiệm hình sự tại Việt Nam khi phạm tội ngoài lãnh thổ Việt Nam?,Những điều kiện nào khiến pháp nhân thương mại nước ngoài phạm tội ở nước ngoài bị xử lý theo pháp luật Việt Nam?,6,2,"Pháp nhân thương mại nước ngoài phạm tội ở nước ngoài có thể bị truy cứu trách nhiệm hình sự tại Việt Nam nếu hành vi phạm tội xâm hại quyền, lợi ích hợp pháp của công dân Việt Nam, xâm hại lợi ích của Nhà nước Việt Nam hoặc theo quy định của điều ước quốc tế mà Việt Nam là thành viên."
"Người phạm tội trên tàu bay, tàu biển không mang quốc tịch Việt Nam có thể bị xử lý theo Bộ luật Hình sự Việt Nam không?","Nếu một hành vi phạm tội xảy ra trên tàu bay hoặc tàu biển không mang quốc tịch Việt Nam, Bộ luật Hình sự Việt Nam có thể áp dụng không?","Bộ luật Hình sự có áp dụng đối với tội phạm xảy ra trên tàu bay, tàu biển không mang quốc tịch Việt Nam không?",Trường hợp nào hành vi phạm tội trên tàu bay hoặc tàu biển nước ngoài bị xử lý theo Bộ luật Hình sự Việt Nam?,6,2,"Nếu hành vi phạm tội xảy ra trên tàu bay, tàu biển không mang quốc tịch Việt Nam khi đang ở biển cả hoặc vùng trời ngoài lãnh thổ Việt Nam, thì người phạm tội có thể bị xử lý theo Bộ luật Hình sự Việt Nam trong trường hợp có điều ước quốc tế mà Việt Nam là thành viên quy định về vấn đề này."
Điều luật nào được áp dụng đối với một hành vi phạm tội?,"Khi xác định trách nhiệm hình sự, điều luật nào được áp dụng cho một hành vi phạm tội?",Bộ luật Hình sự quy định như thế nào về việc lựa chọn điều luật áp dụng cho một hành vi phạm tội?,Một hành vi phạm tội sẽ bị xét xử theo điều luật có hiệu lực vào thời điểm nào?,7,2,Điều luật có hiệu lực tại thời điểm hành vi phạm tội được thực hiện sẽ được áp dụng để xác định trách nhiệm hình sự của người phạm tội.
Một điều luật mới có nội dung bất lợi cho người phạm tội có thể áp dụng đối với hành vi phạm tội đã thực hiện trước khi điều luật đó có hiệu lực không?,"Nếu một điều luật mới có quy định bất lợi cho người phạm tội, nó có thể áp dụng cho hành vi phạm tội xảy ra trước khi nó có hiệu lực không?",Bộ luật Hình sự có cho phép áp dụng hồi tố đối với điều luật mới bất lợi cho người phạm tội không?,"Khi một điều luật mới quy định hình phạt nặng hơn, liệu nó có thể áp dụng cho hành vi phạm tội đã xảy ra trước đó không?",7,2,"Không. Điều luật mới có nội dung bất lợi cho người phạm tội, như quy định tội danh mới, hình phạt nặng hơn hoặc hạn chế quyền miễn trách nhiệm hình sự, không được áp dụng đối với hành vi phạm tội đã thực hiện trước khi điều luật đó có hiệu lực."
Một điều luật mới có nội dung có lợi cho người phạm tội có thể áp dụng đối với hành vi phạm tội đã thực hiện trước khi điều luật đó có hiệu lực không?,"Nếu một điều luật mới có lợi cho người phạm tội, nó có thể được áp dụng cho hành vi phạm tội đã thực hiện trước đó không?",Bộ luật Hình sự có cho phép áp dụng hồi tố đối với điều luật mới có lợi cho người phạm tội không?,"Khi một điều luật mới giảm nhẹ hình phạt hoặc xóa bỏ tội phạm, liệu nó có thể áp dụng cho những hành vi phạm tội đã xảy ra trước đó không?",7,2,"Có. Nếu điều luật mới có lợi cho người phạm tội, như xóa bỏ tội danh, giảm nhẹ hình phạt hoặc mở rộng điều kiện miễn trách nhiệm hình sự, thì điều luật đó sẽ được áp dụng hồi tố cho hành vi phạm tội đã xảy ra trước khi nó có hiệu lực."
Trường hợp nào điều luật mới có thể được áp dụng hồi tố theo quy định của Bộ luật Hình sự?,Bộ luật Hình sự quy định như thế nào về việc áp dụng hồi tố điều luật mới?,Khi nào một điều luật mới có thể được áp dụng cho hành vi phạm tội đã xảy ra trước khi nó có hiệu lực?,Những điều kiện nào cho phép một điều luật mới được áp dụng hồi tố theo pháp luật Việt Nam?,7,2,"Theo Bộ luật Hình sự, điều luật mới chỉ được áp dụng hồi tố khi nó có lợi cho người phạm tội, chẳng hạn như xóa bỏ tội danh, giảm nhẹ hình phạt, hoặc mở rộng điều kiện tha tù trước thời hạn."
Điều luật mới có thể xóa bỏ tội phạm hoặc giảm nhẹ hình phạt có thể áp dụng cho người đã bị kết án trước đó không?,"Nếu một điều luật mới quy định xóa bỏ tội phạm hoặc giảm nhẹ hình phạt, nó có thể áp dụng cho người đã bị kết án trước đó không?",Bộ luật Hình sự có cho phép áp dụng điều luật mới để giảm nhẹ hình phạt cho người đã bị kết án không?,Người đã bị kết án có thể được hưởng lợi từ điều luật mới quy định hình phạt nhẹ hơn không?,7,2,"Có. Nếu một điều luật mới quy định xóa bỏ tội danh hoặc giảm nhẹ hình phạt, thì người đã bị kết án trước đó có thể được áp dụng điều luật này để hưởng lợi theo quy định của pháp luật.
Bạn có muốn tôi bổ sung hoặc làm rõ thêm phần nào không?"
Tội phạm được định nghĩa như thế nào theo Bộ luật Hình sự?,"Theo Bộ luật Hình sự, khái niệm tội phạm được quy định như thế nào?",Bộ luật Hình sự định nghĩa tội phạm dựa trên những yếu tố nào?,Một hành vi được coi là tội phạm khi nào theo quy định của pháp luật?,8,3,"Theo Điều 8 của Bộ luật Hình sự, tội phạm là hành vi nguy hiểm cho xã hội được quy định trong Bộ luật Hình sự. Hành vi này do cá nhân có năng lực trách nhiệm hình sự hoặc pháp nhân thương mại thực hiện một cách cố ý hoặc vô ý. Tội phạm có thể xâm phạm độc lập, chủ quyền, toàn vẹn lãnh thổ của Tổ quốc; chế độ chính trị, kinh tế, văn hóa, quốc phòng, an ninh, trật tự, an toàn xã hội; quyền, lợi ích hợp pháp của tổ chức, cá nhân; hoặc các lĩnh vực khác của trật tự pháp luật xã hội chủ nghĩa."
Những yếu tố nào cấu thành một hành vi phạm tội?,Một hành vi được coi là tội phạm cần đáp ứng những yếu tố nào?,"Theo Bộ luật Hình sự, một hành vi phải có những đặc điểm nào để bị coi là tội phạm?",Điều kiện nào khiến một hành vi bị xem là tội phạm theo quy định pháp luật?,8,3,"Một hành vi được coi là tội phạm khi có đủ các yếu tố sau:
- Hành vi nguy hiểm cho xã hội – Gây tổn hại hoặc đe dọa gây tổn hại đến các lợi ích quan trọng của nhà nước, tổ chức, cá nhân.
- Được quy định trong Bộ luật Hình sự – Một hành vi chỉ bị coi là tội phạm nếu được quy định trong luật.
- Do người có năng lực trách nhiệm hình sự hoặc pháp nhân thương mại thực hiện – Cá nhân thực hiện hành vi phải có đủ năng lực chịu trách nhiệm hình sự, hoặc tổ chức vi phạm trong phạm vi hoạt động của mình.
Thực hiện một cách cố ý hoặc vô ý – Người phạm tội có thể nhận thức rõ hoặc không nhận thức được hành vi và hậu quả mà mình gây ra."
