Base Query,Rewritten 1,Rewritten 2,Rewritten 3,Điều,Chương,Trả lời
Khi nào cần áp dụng các quy định của Bộ luật dân sự vào quan hệ hôn nhân và gia đình?,Trong những trường hợp nào cần sử dụng Bộ luật dân sự để giải quyết vấn đề hôn nhân?,"Khi Luật Hôn nhân và Gia đình không quy định rõ, pháp luật nào sẽ được áp dụng?",Quan hệ hôn nhân có thể chịu sự điều chỉnh của Bộ luật dân sự trong hoàn cảnh nào?,6,1,Bộ luật dân sự sẽ được áp dụng vào quan hệ hôn nhân và gia đình khi Luật Hôn nhân và Gia đình không có quy định cụ thể về vấn đề đó. Điều này đảm bảo rằng mọi khía cạnh pháp lý liên quan đến hôn nhân và gia đình đều có cơ sở để giải quyết theo pháp luật hiện hành.
Khi nào có thể áp dụng tập quán trong quan hệ hôn nhân và gia đình?,"Trong hoàn cảnh nào, tập quán có thể được sử dụng để giải quyết vấn đề hôn nhân?","Khi không có quy định pháp luật cụ thể, tập quán có thể được áp dụng như thế nào trong hôn nhân?",Việc sử dụng tập quán trong hôn nhân có điều kiện gì để được chấp nhận?,7,1,"Tập quán có thể được áp dụng trong quan hệ hôn nhân và gia đình khi pháp luật không có quy định cụ thể và các bên liên quan không có thỏa thuận. Tuy nhiên, tập quán đó phải là những phong tục tốt đẹp, mang bản sắc dân tộc, không vi phạm điều cấm của pháp luật và không trái với các nguyên tắc cơ bản về hôn nhân và gia đình."
Những điều kiện nào cần đáp ứng để một cặp đôi có thể kết hôn hợp pháp?,Một người cần đáp ứng những yêu cầu gì để được phép kết hôn?,"Khi muốn kết hôn, nam và nữ phải thỏa mãn những điều kiện nào?",Pháp luật quy định như thế nào về độ tuổi và điều kiện kết hôn?,8,2,"Để kết hôn hợp pháp, nam phải từ đủ 20 tuổi trở lên, nữ từ đủ 18 tuổi trở lên. Việc kết hôn phải dựa trên sự tự nguyện của cả hai bên, không bị mất năng lực hành vi dân sự và không thuộc các trường hợp cấm kết hôn, như kết hôn giả tạo, cưỡng ép kết hôn, hoặc kết hôn giữa những người có quan hệ huyết thống gần."
Pháp luật quy định như thế nào về hôn nhân giữa những người cùng giới tính?,Hôn nhân đồng giới có được công nhận theo quy định hiện hành không?,Nhà nước có quan điểm gì về hôn nhân giữa những người cùng giới?,Pháp luật có cho phép hai người cùng giới kết hôn hay không?,8,2,"Nhà nước không thừa nhận hôn nhân giữa những người cùng giới tính, tức là những cuộc hôn nhân này không được pháp luật bảo vệ và công nhận về mặt pháp lý."
Việc đăng ký kết hôn có ý nghĩa gì đối với giá trị pháp lý của hôn nhân?,Tại sao một cặp đôi cần phải đăng ký kết hôn để hôn nhân có giá trị pháp lý?,"Nếu không đăng ký kết hôn, quan hệ vợ chồng có được pháp luật công nhận không?",Việc đăng ký kết hôn có ảnh hưởng như thế nào đến quyền lợi của vợ chồng?,9,2,"Việc đăng ký kết hôn là điều kiện bắt buộc để hôn nhân có giá trị pháp lý. Nếu không thực hiện đăng ký tại cơ quan có thẩm quyền, quan hệ vợ chồng sẽ không được pháp luật công nhận và bảo vệ."
Cặp vợ chồng đã ly hôn muốn quay lại với nhau có cần thực hiện thủ tục gì không?,"Nếu hai người từng ly hôn muốn tái hôn, họ có cần đăng ký kết hôn lại không?",Pháp luật yêu cầu gì đối với vợ chồng đã ly hôn khi họ muốn quay lại bên nhau?,Một cặp đôi đã ly hôn có thể trở thành vợ chồng hợp pháp mà không cần đăng ký kết hôn lại không?,9,2,Vợ chồng đã ly hôn nếu muốn xác lập lại quan hệ vợ chồng thì phải thực hiện thủ tục đăng ký kết hôn lại theo quy định của pháp luật.
Ai có quyền yêu cầu hủy việc kết hôn khi bị cưỡng ép hoặc lừa dối?,"Khi bị ép buộc hoặc lừa dối trong hôn nhân, người trong cuộc có thể làm gì để bảo vệ quyền lợi của mình?","Trong trường hợp kết hôn không tự nguyện, ai có quyền yêu cầu hủy bỏ quan hệ hôn nhân?","Nếu một người bị ép buộc kết hôn, họ có thể làm gì để hủy bỏ hôn nhân đó?",10,2,"Người bị cưỡng ép hoặc lừa dối kết hôn có quyền trực tiếp yêu cầu Tòa án hủy việc kết hôn trái pháp luật. Ngoài ra, họ cũng có thể đề nghị các cá nhân hoặc tổ chức có thẩm quyền thực hiện yêu cầu này thay họ."
Những ai có quyền yêu cầu hủy bỏ hôn nhân trái pháp luật trong trường hợp vi phạm điều kiện kết hôn?,"Khi phát hiện một cuộc hôn nhân vi phạm điều kiện kết hôn, ai có thể đề nghị Tòa án hủy bỏ?","Khi phát hiện một cuộc hôn nhân vi phạm điều kiện kết hôn, ai có thể đề nghị Tòa án hủy bỏ?","Khi phát hiện một cuộc hôn nhân vi phạm điều kiện kết hôn, ai có thể đề nghị Tòa án hủy bỏ?",10,2,"Những người có quyền yêu cầu hủy bỏ hôn nhân trái pháp luật bao gồm vợ hoặc chồng của người đang có hôn nhân hợp pháp, cha mẹ, con cái, người giám hộ, cơ quan quản lý nhà nước về gia đình, cơ quan quản lý trẻ em và Hội liên hiệp phụ nữ. Những cá nhân hoặc tổ chức khác cũng có thể đề nghị các cơ quan có thẩm quyền yêu cầu Tòa án hủy bỏ cuộc hôn nhân đó."
Khi nào Tòa án có thể công nhận một cuộc hôn nhân dù trước đó vi phạm điều kiện kết hôn?,Trong trường hợp nào một cuộc hôn nhân trái pháp luật có thể được công nhận hợp pháp?,"Nếu một cuộc hôn nhân vi phạm điều kiện ban đầu nhưng sau đó đáp ứng đủ tiêu chí, Tòa án sẽ xử lý thế nào?",Khi nào một cuộc hôn nhân bị xem là trái pháp luật có thể được công nhận hợp lệ?,11,2,"Nếu tại thời điểm Tòa án giải quyết việc hủy hôn mà cả hai bên đã đáp ứng đủ điều kiện kết hôn theo quy định, và cả hai cùng yêu cầu công nhận hôn nhân, thì Tòa án có thể công nhận quan hệ hôn nhân đó. Quan hệ hôn nhân sẽ được xác lập từ thời điểm hai bên đủ điều kiện kết hôn."
Tòa án có trách nhiệm gì sau khi ra quyết định hủy kết hôn trái pháp luật hoặc công nhận quan hệ hôn nhân?,"Sau khi hủy hoặc công nhận một cuộc hôn nhân, Tòa án phải làm gì tiếp theo?",Quyết định của Tòa án về hôn nhân trái pháp luật sẽ được gửi đến đâu?,"Sau khi Tòa án giải quyết một vụ kết hôn trái pháp luật, thông tin này sẽ được cập nhật như thế nào?",11,2,"Sau khi ra quyết định hủy kết hôn trái pháp luật hoặc công nhận quan hệ hôn nhân, Tòa án phải gửi quyết định này đến cơ quan đăng ký kết hôn để cập nhật vào sổ hộ tịch, cũng như thông báo cho hai bên kết hôn và các cá nhân, cơ quan, tổ chức liên quan theo quy định của pháp luật về tố tụng dân sự."
Điều gì xảy ra khi một cuộc hôn nhân trái pháp luật bị hủy?,"Khi một cuộc hôn nhân trái pháp luật bị hủy bỏ, các bên liên quan phải thực hiện những nghĩa vụ gì?",Hậu quả pháp lý đối với quan hệ vợ chồng khi hôn nhân bị tuyên bố vô hiệu là gì?,"Sau khi hôn nhân trái pháp luật bị hủy, quyền lợi của con cái và tài sản được giải quyết như thế nào?",12,2,"Khi một cuộc hôn nhân trái pháp luật bị hủy, hai bên phải chấm dứt quan hệ như vợ chồng. Quyền và nghĩa vụ đối với con cái được giải quyết theo quy định áp dụng khi ly hôn. Quan hệ tài sản, nghĩa vụ và hợp đồng giữa các bên sẽ được xử lý theo quy định tại Điều 16 của Luật Hôn nhân và Gia đình."
Việc đăng ký kết hôn không đúng thẩm quyền được xử lý như thế nào?,Cơ quan có thẩm quyền sẽ làm gì khi phát hiện việc đăng ký kết hôn không đúng quy định?,Trong trường hợp nào giấy chứng nhận kết hôn có thể bị thu hồi hoặc hủy bỏ?,"Nếu đăng ký kết hôn không đúng thẩm quyền, quan hệ hôn nhân được xác lập từ thời điểm nào?",13,2,"Khi phát hiện việc đăng ký kết hôn không đúng thẩm quyền, cơ quan nhà nước có thẩm quyền có thể thu hồi, hủy bỏ giấy chứng nhận kết hôn theo quy định pháp luật về hộ tịch. Hai bên phải thực hiện lại việc đăng ký kết hôn tại cơ quan có thẩm quyền, nhưng quan hệ hôn nhân vẫn được xác lập từ ngày đăng ký kết hôn trước đó."
"Khi nam, nữ chung sống như vợ chồng nhưng không đăng ký kết hôn, quan hệ pháp lý giữa họ được giải quyết như thế nào?","Việc chung sống như vợ chồng mà không đăng ký kết hôn có làm phát sinh quyền, nghĩa vụ giữa hai bên không?","Quyền và nghĩa vụ giữa nam, nữ khi không đăng ký kết hôn được xử lý ra sao?","Khi nam, nữ không đăng ký kết hôn nhưng sống chung, họ có quyền và nghĩa vụ như vợ chồng không?",14,2,"Khi nam, nữ chung sống như vợ chồng nhưng không đăng ký kết hôn, quan hệ giữa họ không làm phát sinh quyền và nghĩa vụ như vợ chồng. Tuy nhiên, quyền và nghĩa vụ đối với con, tài sản, nghĩa vụ và hợp đồng giữa hai bên vẫn được giải quyết theo các quy định pháp luật liên quan."
"Trong trường hợp nam, nữ chung sống như vợ chồng nhưng sau đó mới đăng ký kết hôn, thời điểm xác lập quan hệ hôn nhân được tính như thế nào?","Khi nam, nữ sống chung rồi mới đăng ký kết hôn, quan hệ hôn nhân có hiệu lực từ khi nào?",Thời điểm xác lập quan hệ hôn nhân của cặp đôi chung sống trước khi đăng ký kết hôn là gì?,"Nếu nam, nữ sống chung trước khi đăng ký kết hôn, thời điểm hôn nhân chính thức được công nhận là khi nào?",14,2,"Nếu nam, nữ chung sống với nhau như vợ chồng mà không đăng ký kết hôn, sau đó thực hiện đăng ký kết hôn theo quy định của pháp luật, thì quan hệ hôn nhân được xác lập từ thời điểm đăng ký kết hôn, không phải từ khi họ bắt đầu chung sống."
"Khi nam, nữ chung sống như vợ chồng nhưng không đăng ký kết hôn, quyền và nghĩa vụ đối với con của họ được giải quyết như thế nào?","Trong trường hợp cha mẹ không đăng ký kết hôn, trách nhiệm đối với con cái được xác định ra sao?",Việc không đăng ký kết hôn có ảnh hưởng đến quyền và nghĩa vụ của cha mẹ đối với con không?,"Khi cha mẹ sống chung mà không đăng ký kết hôn, quyền nuôi dưỡng và giáo dục con cái được pháp luật quy định thế nào?",15,2,"Dù nam, nữ không đăng ký kết hôn nhưng nếu có con chung, quyền và nghĩa vụ của cha mẹ đối với con vẫn được giải quyết theo quy định của pháp luật về quyền và nghĩa vụ của cha mẹ và con, bao gồm việc nuôi dưỡng, chăm sóc, giáo dục và bảo vệ quyền lợi của con."
"Khi nam, nữ chung sống như vợ chồng mà không đăng ký kết hôn, việc phân chia tài sản giữa họ được giải quyết như thế nào?","Nếu một cặp đôi sống chung nhưng không đăng ký kết hôn, họ phân chia tài sản ra sao khi có tranh chấp?","Khi hai người chung sống như vợ chồng mà không đăng ký kết hôn, tài sản chung sẽ được xử lý thế nào theo pháp luật?",Việc phân chia tài sản giữa những người sống chung không đăng ký kết hôn được pháp luật quy định ra sao?,16,2,"Việc giải quyết quan hệ tài sản giữa nam, nữ chung sống như vợ chồng mà không đăng ký kết hôn sẽ dựa trên thỏa thuận giữa hai bên. Nếu không có thỏa thuận, vấn đề này được giải quyết theo quy định của Bộ luật dân sự và các quy định pháp luật liên quan. Đồng thời, quyền lợi hợp pháp của phụ nữ và con được bảo đảm, và công việc nội trợ cũng được xem như một hình thức lao động có thu nhập."
"Công việc nội trợ có được coi là một dạng lao động có thu nhập trong trường hợp nam, nữ chung sống như vợ chồng mà không đăng ký kết hôn không?","Khi không đăng ký kết hôn, công việc nội trợ của một bên có được xem là đóng góp tài chính không?",Công việc nội trợ có được pháp luật công nhận là một hình thức lao động có thu nhập trong trường hợp không đăng ký kết hôn không?,"Nếu hai người chung sống không đăng ký kết hôn, giá trị lao động nội trợ có được tính đến khi phân chia tài sản không?",16,2,"Có. Theo quy định, công việc nội trợ và các công việc khác nhằm duy trì đời sống chung được xem như lao động có thu nhập. Điều này giúp bảo đảm quyền lợi hợp pháp của phụ nữ và con trong trường hợp có tranh chấp về tài sản hoặc nghĩa vụ giữa hai bên."
Vợ và chồng có quyền và nghĩa vụ như thế nào trong gia đình?,"Trong đời sống gia đình, quyền và nghĩa vụ của vợ và chồng được quy định ra sao?",Vợ chồng có trách nhiệm gì đối với nhau và gia đình theo quy định pháp luật?,"Trong mối quan hệ hôn nhân, quyền và nghĩa vụ của vợ chồng có được đảm bảo bình đẳng không?",17,3,"Vợ và chồng có quyền và nghĩa vụ ngang nhau về mọi mặt trong gia đình. Họ bình đẳng trong việc thực hiện các quyền và trách nhiệm của công dân theo Hiến pháp, Luật Hôn nhân và Gia đình, cũng như các luật khác có liên quan."
Sự bình đẳng giữa vợ và chồng trong hôn nhân thể hiện qua những khía cạnh nào?,Bình đẳng giữa vợ và chồng được thể hiện như thế nào trong hôn nhân?,Vợ và chồng có những quyền và nghĩa vụ nào để đảm bảo sự công bằng trong gia đình?,Những nguyên tắc nào đảm bảo sự bình đẳng giữa vợ và chồng trong đời sống hôn nhân?,17,3,"Sự bình đẳng giữa vợ và chồng thể hiện ở quyền và nghĩa vụ ngang nhau trong gia đình, bao gồm quyền quyết định về các vấn đề chung, nghĩa vụ chăm sóc con cái, đóng góp kinh tế, thực hiện các quyền công dân và tuân thủ pháp luật. Điều này đảm bảo cả hai có trách nhiệm và quyền lợi như nhau trong đời sống hôn nhân."
Làm thế nào để đảm bảo quyền và nghĩa vụ về nhân thân của vợ và chồng được tôn trọng?,Những biện pháp nào giúp bảo vệ quyền và nghĩa vụ nhân thân của vợ chồng?,Quyền nhân thân của vợ và chồng được pháp luật bảo vệ như thế nào?,Sự tôn trọng quyền nhân thân của vợ chồng được thể hiện ra sao trong đời sống hôn nhân?,18,3,"Quyền và nghĩa vụ về nhân thân của vợ và chồng được bảo vệ theo Luật Hôn nhân và Gia đình, Bộ luật Dân sự và các luật liên quan. Điều này đảm bảo rằng cả hai bên được tôn trọng về danh dự, nhân phẩm, đời sống riêng tư và các quyền cá nhân khác trong hôn nhân."
Những yếu tố nào giúp duy trì tình nghĩa vợ chồng bền vững?,Làm thế nào để xây dựng và duy trì tình cảm vợ chồng lâu dài?,Những điều quan trọng trong hôn nhân giúp vợ chồng gắn bó với nhau là gì?,Các yếu tố nào góp phần tạo nên sự hòa hợp giữa vợ và chồng?,19,3,"Tình nghĩa vợ chồng bền vững dựa trên sự thương yêu, chung thủy, tôn trọng, quan tâm và chia sẻ trách nhiệm gia đình. Việc hỗ trợ nhau trong công việc, cuộc sống cũng như có sự thấu hiểu, đồng cảm là yếu tố quan trọng giúp vợ chồng gắn bó lâu dài."
Trong trường hợp nào vợ chồng có thể không sống chung với nhau?,Khi nào vợ chồng có thể không cùng chung sống nhưng vẫn giữ quan hệ hôn nhân?,Những lý do nào khiến vợ chồng không sống chung mà vẫn duy trì tình cảm gia đình?,"Theo quy định, khi nào vợ chồng có thể tạm xa nhau mà không ảnh hưởng đến hôn nhân?",19,3,"Vợ chồng có thể không sống chung trong các trường hợp có thỏa thuận riêng hoặc do yêu cầu công việc, học tập, tham gia hoạt động chính trị, kinh tế, văn hóa, xã hội hoặc vì các lý do chính đáng khác. Tuy nhiên, họ vẫn có trách nhiệm giữ gìn tình nghĩa và quan tâm lẫn nhau."
Vợ chồng có quyền tự quyết nơi cư trú như thế nào?,Làm thế nào vợ chồng có thể lựa chọn nơi sinh sống của mình?,Việc quyết định nơi cư trú của vợ chồng có bị giới hạn bởi quy định nào không?,Vợ chồng có thể tự do chọn nơi ở hay phải tuân theo các yếu tố bắt buộc nào?,20,3,"Vợ chồng có toàn quyền thỏa thuận về nơi cư trú mà không bị ràng buộc bởi phong tục, tập quán hay địa giới hành chính. Điều này đảm bảo quyền tự do lựa chọn nơi sinh sống phù hợp với hoàn cảnh và nhu cầu của cả hai."
Vợ chồng cần làm gì để bảo vệ danh dự và uy tín của nhau?,Những hành động nào giúp vợ chồng duy trì và bảo vệ danh dự của nhau?,Vợ chồng có thể làm gì để giữ gìn uy tín và nhân phẩm cho đối phương?,Bằng cách nào vợ chồng có thể thể hiện sự tôn trọng đối với danh dự của nhau?,21,3,"Vợ chồng cần tôn trọng, giữ gìn và bảo vệ danh dự, nhân phẩm, uy tín của nhau bằng cách cư xử đúng mực, không xúc phạm, bôi nhọ đối phương trước người khác và luôn ủng hộ, bảo vệ nhau trong các tình huống cần thiết."
Vợ chồng nên làm gì để tôn trọng quyền tự do tín ngưỡng của nhau?,Những cách nào giúp vợ chồng thể hiện sự tôn trọng đối với tín ngưỡng của nhau?,Làm thế nào để vợ chồng có thể duy trì sự hòa hợp trong tín ngưỡng và tôn giáo?,Vợ chồng cần lưu ý điều gì để không vi phạm quyền tự do tín ngưỡng của nhau?,22,3,"Vợ chồng nên tôn trọng quyền tự do tín ngưỡng của nhau bằng cách không ép buộc đối phương thay đổi tôn giáo, không ngăn cản các hoạt động tín ngưỡng cá nhân, và luôn hỗ trợ nhau trong việc thực hành niềm tin tôn giáo một cách ôn hòa."
Làm thế nào để vợ chồng có thể hỗ trợ nhau trong công việc và học tập?,Những cách vợ chồng có thể giúp đỡ nhau trong việc phát triển sự nghiệp và học vấn?,Vì sao vợ chồng nên tạo điều kiện cho nhau nâng cao trình độ và phát triển công việc?,Việc hỗ trợ nhau trong học tập và nghề nghiệp có lợi ích gì đối với hôn nhân?,23,3,"Vợ chồng có thể hỗ trợ nhau bằng cách chia sẻ công việc gia đình, động viên nhau trong học tập và sự nghiệp, cũng như tôn trọng các lựa chọn nghề nghiệp của đối phương. Sự hỗ trợ này giúp cả hai cùng phát triển và xây dựng một gia đình vững mạnh."
"Việc tham gia các hoạt động chính trị, kinh tế, văn hóa, xã hội có ảnh hưởng như thế nào đến đời sống vợ chồng?",Lợi ích của việc vợ chồng cùng tham gia vào các hoạt động xã hội là gì?,"Việc cân bằng giữa gia đình và hoạt động chính trị, kinh tế, văn hóa có quan trọng không? Vì sao?",Những thách thức nào có thể gặp phải khi vợ chồng tham gia nhiều hoạt động bên ngoài?,24,3,"Tham gia các hoạt động chính trị, kinh tế, văn hóa, xã hội giúp vợ chồng mở rộng hiểu biết, xây dựng các mối quan hệ và phát triển bản thân. Tuy nhiên, nếu không có sự cân bằng hợp lý, nó có thể ảnh hưởng đến thời gian dành cho gia đình, dẫn đến những mâu thuẫn hoặc thiếu gắn kết trong đời sống hôn nhân."
Trong những trường hợp nào vợ hoặc chồng có thể đại diện cho người còn lại để thực hiện giao dịch?,Khi nào vợ hoặc chồng có thể thay mặt nhau thực hiện các giao dịch?,"Những điều kiện nào cần có để một bên vợ, chồng có thể đại diện cho người kia?",Việc đại diện giữa vợ và chồng trong giao dịch có giới hạn gì không?,24,3,"Vợ hoặc chồng có thể đại diện cho nhau khi có ủy quyền hợp pháp hoặc trong các trường hợp luật định như một bên mất hoặc bị hạn chế năng lực hành vi dân sự. Ngoài ra, có những giao dịch yêu cầu sự đồng ý của cả hai bên, dù có ủy quyền hay không."
Ai sẽ là người đại diện khi hai vợ chồng cùng tham gia hoạt động kinh doanh chung?,"Khi hai vợ chồng cùng kinh doanh, ai có quyền đại diện cho bên kia trong các giao dịch?","Trong trường hợp vợ chồng cùng tham gia kinh doanh, ai sẽ đại diện cho quan hệ kinh doanh đó?",Ai có thể thay mặt người còn lại khi vợ chồng cùng thực hiện hoạt động kinh doanh?,25,3,"Khi vợ chồng cùng kinh doanh, người trực tiếp tham gia hoạt động kinh doanh sẽ là đại diện hợp pháp cho người kia, trừ khi hai bên có thỏa thuận khác."
Điều gì xảy ra khi vợ chồng sử dụng tài sản chung để kinh doanh?,"Nếu vợ chồng dùng tài sản chung cho mục đích kinh doanh, quy định nào sẽ được áp dụng?","Khi tài sản chung của vợ chồng được đưa vào kinh doanh, vấn đề này được giải quyết ra sao?",Việc sử dụng tài sản chung để kinh doanh của vợ chồng được quy định như thế nào?,25,3,"Khi vợ chồng sử dụng tài sản chung để kinh doanh, các quy định tại Điều 36 của Luật Hôn nhân và Gia đình sẽ được áp dụng."
"Khi tài sản chung chỉ đứng tên một người trong vợ chồng, ai sẽ đại diện trong các giao dịch liên quan?","Nếu giấy chứng nhận quyền sở hữu tài sản chung chỉ ghi tên vợ hoặc chồng, ai có quyền thực hiện các giao dịch?","Trong trường hợp tài sản chung được cấp giấy chứng nhận nhưng chỉ ghi tên một bên, việc đại diện được giải quyết ra sao?","Khi tài sản thuộc sở hữu chung nhưng giấy chứng nhận chỉ đứng tên một người, ai sẽ thay mặt trong các giao dịch?",26,3,"Khi tài sản chung chỉ đứng tên một người trong vợ chồng, việc đại diện trong các giao dịch liên quan sẽ được thực hiện theo quy định tại Điều 24 và Điều 25 của Luật Hôn nhân và Gia đình."
